run,model,lang,problem,msgs,tool_calls,writes,edits,bash,code_tok,text_tok,cmd_tok,think_tok,gen_tok,final_tok,total_tok,code_share_gen,code_share_total,waste_tok
opus-1,opus,typescript,wordfreq,4,2,1,0,1,160,110,30,0,300,160,66646,0.5333,0.0024,0
fable-1,fable,apl,anagrams,12,6,1,1,4,167,131,211,0,509,148,177886,0.3281,0.00094,19
fable-1,fable,apl,brackets,25,11,1,2,8,345,152,646,0,1143,234,332953,0.3018,0.00104,111
fable-1,fable,apl,calc,33,15,1,4,10,778,322,1089,0,2189,635,458025,0.3554,0.0017,143
fable-1,fable,apl,dijkstra,12,5,1,0,4,433,241,337,0,1011,433,160503,0.4283,0.0027,0
fable-1,fable,apl,lcs,30,12,2,1,9,439,246,913,0,1598,137,397338,0.2747,0.0011,302
fable-1,fable,apl,primes,41,18,3,0,13,418,270,1707,0,2395,137,529316,0.1745,0.00079,281
fable-1,fable,apl,rle,6,3,1,0,2,92,104,93,0,289,92,96694,0.3183,0.00095,0
fable-1,fable,apl,roman,14,8,4,0,4,1158,104,51,0,1313,267,234300,0.8819,0.00494,891
fable-1,fable,apl,transpose,24,12,3,0,9,409,170,802,0,1381,165,348480,0.2962,0.00117,244
fable-1,fable,apl,wordfreq,23,11,1,3,7,322,256,531,0,1109,247,340962,0.2904,0.00094,75
fable-1,fable,bqn,anagrams,10,5,1,1,3,108,93,144,0,345,91,150392,0.313,0.00072,17
fable-1,fable,bqn,brackets,15,7,2,1,4,575,194,159,0,928,262,219411,0.6196,0.00262,313
fable-1,fable,bqn,calc,13,7,1,3,3,553,203,167,0,923,520,202943,0.5991,0.00272,33
fable-1,fable,bqn,dijkstra,14,6,1,0,5,581,230,346,0,1157,581,214125,0.5022,0.00271,0
fable-1,fable,bqn,lcs,13,6,1,0,5,124,199,445,0,768,124,180699,0.1615,0.00069,0
fable-1,fable,bqn,primes,7,3,1,0,2,160,126,120,0,406,160,111084,0.3941,0.00144,0
fable-1,fable,bqn,rle,16,8,3,0,5,618,189,120,0,927,154,225246,0.6667,0.00274,464
fable-1,fable,bqn,roman,16,8,2,2,4,543,86,53,0,682,254,228219,0.7962,0.00238,289
fable-1,fable,bqn,transpose,15,7,1,2,4,300,144,25,0,469,207,204924,0.6397,0.00146,93
fable-1,fable,bqn,wordfreq,14,7,1,2,4,195,152,296,0,643,155,214629,0.3033,0.00091,40
fable-1,fable,c,anagrams,8,4,1,0,3,723,139,77,0,939,723,122474,0.77,0.0059,0
fable-1,fable,c,brackets,5,2,1,0,1,335,118,33,0,486,335,71799,0.6893,0.00467,0
fable-1,fable,c,calc,6,3,1,0,2,357,105,21,0,483,357,95752,0.7391,0.00373,0
fable-1,fable,c,dijkstra,4,2,1,0,1,869,85,33,0,987,869,73992,0.8804,0.01174,0
fable-1,fable,c,lcs,4,2,1,0,1,337,123,32,0,492,337,71732,0.685,0.0047,0
fable-1,fable,c,primes,4,2,1,0,1,223,92,34,0,349,223,71142,0.639,0.00313,0
fable-1,fable,c,rle,4,2,1,0,1,147,81,33,0,261,147,70867,0.5632,0.00207,0
fable-1,fable,c,roman,4,2,1,0,1,217,87,31,0,335,217,71063,0.6478,0.00305,0
fable-1,fable,c,transpose,4,2,1,0,1,226,84,31,0,341,226,71150,0.6628,0.00318,0
fable-1,fable,c,wordfreq,4,2,1,0,1,859,109,43,0,1011,859,74073,0.8497,0.0116,0
fable-1,fable,forth,anagrams,28,12,1,3,8,1510,239,1078,0,2827,1237,423834,0.5341,0.00356,273
fable-1,fable,forth,brackets,5,2,1,0,1,307,103,33,0,443,307,71702,0.693,0.00428,0
fable-1,fable,forth,calc,11,4,1,0,3,439,213,208,0,860,441,129600,0.5105,0.00339,-2
fable-1,fable,forth,dijkstra,9,4,1,0,3,1087,208,60,0,1355,1087,138753,0.8022,0.00783,0
fable-1,fable,forth,lcs,5,2,1,0,1,321,106,35,0,462,321,74666,0.6948,0.0043,0
fable-1,fable,forth,primes,28,13,1,5,7,301,190,577,0,1068,232,393165,0.2818,0.00077,69
fable-1,fable,forth,rle,4,2,1,0,1,177,96,49,0,322,177,71524,0.5497,0.00247,0
fable-1,fable,forth,roman,5,2,1,0,1,385,101,42,0,528,385,72137,0.7292,0.00534,0
fable-1,fable,forth,transpose,22,10,3,1,6,1213,148,247,0,1608,465,297724,0.7544,0.00407,748
fable-1,fable,forth,wordfreq,23,10,1,2,7,957,249,881,0,2087,923,365734,0.4586,0.00262,34
fable-1,fable,gleam,anagrams,8,4,1,0,3,406,107,64,0,577,406,122995,0.7036,0.0033,0
fable-1,fable,gleam,brackets,6,3,1,0,2,327,120,27,0,474,327,99980,0.6899,0.00327,0
fable-1,fable,gleam,calc,10,4,1,0,3,1297,188,118,0,1603,1297,136213,0.8091,0.00952,0
fable-1,fable,gleam,dijkstra,7,3,1,0,2,1058,111,23,0,1192,1058,110027,0.8876,0.00962,0
fable-1,fable,gleam,lcs,11,5,1,0,4,566,194,234,0,994,566,174238,0.5694,0.00325,0
fable-1,fable,gleam,primes,13,7,1,2,4,759,193,225,0,1177,701,213732,0.6449,0.00355,58
fable-1,fable,gleam,rle,8,5,1,2,2,387,91,15,0,493,369,146947,0.785,0.00263,18
fable-1,fable,gleam,roman,8,4,1,1,2,446,101,30,0,577,420,122192,0.773,0.00365,26
fable-1,fable,gleam,transpose,9,5,2,0,3,603,160,24,0,787,348,153408,0.7662,0.00393,255
fable-1,fable,gleam,wordfreq,8,4,1,1,2,762,133,34,0,929,703,124419,0.8202,0.00612,59
fable-1,fable,go,anagrams,4,2,1,0,1,297,74,33,0,404,297,71716,0.7351,0.00414,0
fable-1,fable,go,brackets,4,2,1,0,1,294,102,32,0,428,294,71644,0.6869,0.0041,0
fable-1,fable,go,calc,4,2,1,0,1,546,126,34,0,706,546,72982,0.7734,0.00748,0
fable-1,fable,go,dijkstra,4,2,1,0,1,840,83,33,0,956,840,74120,0.8787,0.01133,0
fable-1,fable,go,lcs,4,2,1,0,1,249,74,33,0,356,249,71324,0.6994,0.00349,0
fable-1,fable,go,primes,4,2,1,0,1,180,84,35,0,299,180,71056,0.602,0.00253,0
fable-1,fable,go,rle,5,2,1,0,1,177,86,33,0,296,177,71228,0.598,0.00248,0
fable-1,fable,go,roman,4,2,1,0,1,282,86,32,0,400,282,71525,0.705,0.00394,0
fable-1,fable,go,transpose,4,2,1,0,1,435,81,31,0,547,435,72109,0.7952,0.00603,0
fable-1,fable,go,wordfreq,4,2,1,0,1,402,102,32,0,536,402,72052,0.75,0.00558,0
fable-1,fable,haskell,anagrams,4,2,1,0,1,103,93,33,0,229,103,70964,0.4498,0.00145,0
fable-1,fable,haskell,brackets,4,2,1,0,1,139,81,35,0,255,139,70930,0.5451,0.00196,0
fable-1,fable,haskell,calc,4,2,1,0,1,432,108,34,0,574,432,72476,0.7526,0.00596,0
fable-1,fable,haskell,dijkstra,6,3,1,0,2,547,181,17,0,745,547,96992,0.7342,0.00564,0
fable-1,fable,haskell,lcs,4,2,1,0,1,474,97,43,0,614,474,72455,0.772,0.00654,0
fable-1,fable,haskell,primes,4,2,1,0,1,216,100,33,0,349,216,71255,0.6189,0.00303,0
fable-1,fable,haskell,rle,4,2,1,0,1,72,76,35,0,183,72,70671,0.3934,0.00102,0
fable-1,fable,haskell,roman,4,2,1,0,1,192,97,33,0,322,192,71133,0.5963,0.0027,0
fable-1,fable,haskell,transpose,17,7,1,0,3,165,59,375,0,599,165,199068,0.2755,0.00083,0
fable-1,fable,haskell,wordfreq,4,2,1,0,1,255,128,33,0,416,255,71702,0.613,0.00356,0
fable-1,fable,java,anagrams,4,2,1,0,1,264,75,33,0,372,264,71694,0.7097,0.00368,0
fable-1,fable,java,brackets,5,2,1,0,1,290,92,34,0,416,290,71583,0.6971,0.00405,0
fable-1,fable,java,calc,4,2,1,0,1,506,101,34,0,641,506,72975,0.7894,0.00693,0
fable-1,fable,java,dijkstra,4,2,1,0,1,612,94,32,0,738,612,73256,0.8293,0.00835,0
fable-1,fable,java,lcs,14,7,1,0,3,267,76,325,0,668,267,123922,0.3997,0.00215,0
fable-1,fable,java,primes,4,2,1,0,1,257,88,32,0,377,257,71445,0.6817,0.0036,0
fable-1,fable,java,rle,4,2,1,0,1,170,70,32,0,272,170,71007,0.625,0.00239,0
fable-1,fable,java,roman,4,2,1,0,1,285,73,35,0,393,285,71579,0.7252,0.00398,0
fable-1,fable,java,transpose,4,2,1,0,1,390,92,32,0,514,390,71968,0.7588,0.00542,0
fable-1,fable,java,wordfreq,4,2,1,0,1,382,89,34,0,505,382,72097,0.7564,0.0053,0
fable-1,fable,javascript,anagrams,4,2,1,0,1,179,75,33,0,287,179,71077,0.6237,0.00252,0
fable-1,fable,javascript,brackets,4,2,1,0,1,205,98,33,0,336,205,71228,0.6101,0.00288,0
fable-1,fable,javascript,calc,4,2,1,0,1,412,117,34,0,563,412,72454,0.7318,0.00569,0
fable-1,fable,javascript,dijkstra,4,2,1,0,1,865,112,32,0,1009,865,74116,0.8573,0.01167,0
fable-1,fable,javascript,lcs,4,2,1,0,1,230,115,33,0,378,230,71290,0.6085,0.00323,0
fable-1,fable,javascript,primes,4,2,1,0,1,116,71,33,0,220,116,70631,0.5273,0.00164,0
fable-1,fable,javascript,rle,4,2,1,0,1,99,66,33,0,198,99,70643,0.5,0.0014,0
fable-1,fable,javascript,roman,4,2,1,0,1,231,92,33,0,356,231,71273,0.6489,0.00324,0
fable-1,fable,javascript,transpose,4,2,1,0,1,141,88,33,0,262,141,70862,0.5382,0.00199,0
fable-1,fable,javascript,wordfreq,4,2,1,0,1,173,83,34,0,290,173,71012,0.5966,0.00244,0
fable-1,fable,k,anagrams,14,5,0,0,5,50,168,617,0,835,49,152840,0.0599,0.00033,1
fable-1,fable,k,brackets,29,11,2,0,9,193,255,1508,0,1956,97,353886,0.0987,0.00055,96
fable-1,fable,k,calc,58,22,3,2,16,2703,365,1875,0,4943,462,881295,0.5468,0.00307,2241
fable-1,fable,k,dijkstra,29,12,1,0,11,384,262,1418,0,2064,266,369823,0.186,0.00104,118
fable-1,fable,k,lcs,22,9,1,0,8,86,218,1040,0,1344,86,268642,0.064,0.00032,0
fable-1,fable,k,primes,15,5,0,0,5,177,231,296,0,704,66,154339,0.2514,0.00115,111
fable-1,fable,k,rle,18,9,2,0,7,65,186,275,0,526,43,214660,0.1236,0.0003,22
fable-1,fable,k,roman,19,9,0,0,9,516,177,595,0,1288,108,270372,0.4006,0.00191,408
fable-1,fable,k,transpose,12,5,0,0,5,59,131,410,0,600,31,151379,0.0983,0.00039,28
fable-1,fable,k,wordfreq,59,23,2,2,19,331,280,3989,0,4600,169,874229,0.072,0.00038,162
fable-1,fable,lisp,anagrams,4,2,1,0,1,219,93,35,0,347,219,71373,0.6311,0.00307,0
fable-1,fable,lisp,brackets,4,2,1,0,1,206,105,35,0,346,206,71260,0.5954,0.00289,0
fable-1,fable,lisp,calc,4,2,1,0,1,493,101,34,0,628,493,72702,0.785,0.00678,0
fable-1,fable,lisp,dijkstra,4,2,1,0,1,921,108,34,0,1063,921,74511,0.8664,0.01236,0
fable-1,fable,lisp,lcs,4,2,1,0,1,297,111,33,0,441,297,71548,0.6735,0.00415,0
fable-1,fable,lisp,primes,4,2,1,0,1,227,86,35,0,348,227,71153,0.6523,0.00319,0
fable-1,fable,lisp,rle,4,2,1,0,1,171,110,33,0,314,171,71073,0.5446,0.00241,0
fable-1,fable,lisp,roman,11,6,1,0,1,243,46,209,0,498,243,97311,0.488,0.0025,0
fable-1,fable,lisp,transpose,4,2,1,0,1,323,92,33,0,448,323,71587,0.721,0.00451,0
fable-1,fable,lisp,wordfreq,4,2,1,0,1,353,106,33,0,492,353,71935,0.7175,0.00491,0
fable-1,fable,perl,anagrams,4,2,1,0,1,133,97,32,0,262,133,70907,0.5076,0.00188,0
fable-1,fable,perl,brackets,4,2,1,0,1,187,99,34,0,320,187,71070,0.5844,0.00263,0
fable-1,fable,perl,calc,4,2,1,0,1,385,115,34,0,534,385,72159,0.721,0.00534,0
fable-1,fable,perl,dijkstra,4,2,1,0,1,703,92,34,0,829,703,73426,0.848,0.00957,0
fable-1,fable,perl,lcs,4,2,1,0,1,265,101,34,0,400,265,71338,0.6625,0.00371,0
fable-1,fable,perl,primes,4,2,1,0,1,158,67,37,0,262,158,70799,0.6031,0.00223,0
fable-1,fable,perl,rle,4,2,1,0,1,73,79,33,0,185,73,70553,0.3946,0.00103,0
fable-1,fable,perl,roman,4,2,1,0,1,197,84,35,0,316,197,71074,0.6234,0.00277,0
fable-1,fable,perl,transpose,4,2,1,0,1,155,79,34,0,268,155,70843,0.5784,0.00219,0
fable-1,fable,perl,wordfreq,20,9,1,0,2,90,99,296,0,485,90,250900,0.1856,0.00036,0
fable-1,fable,prolog,anagrams,6,3,1,1,1,251,126,35,0,412,243,96583,0.6092,0.0026,8
fable-1,fable,prolog,brackets,4,2,1,0,1,210,123,33,0,366,210,71438,0.5738,0.00294,0
fable-1,fable,prolog,calc,6,3,1,0,2,340,133,24,0,497,340,96410,0.6841,0.00353,0
fable-1,fable,prolog,dijkstra,5,2,1,0,1,411,115,42,0,568,411,73953,0.7236,0.00556,0
fable-1,fable,prolog,lcs,10,4,1,1,2,299,178,145,0,622,291,123694,0.4807,0.00242,8
fable-1,fable,prolog,primes,9,4,1,1,2,435,143,131,0,709,402,123485,0.6135,0.00352,33
fable-1,fable,prolog,rle,6,3,1,1,1,181,81,34,0,296,173,95852,0.6115,0.00189,8
fable-1,fable,prolog,roman,17,10,1,1,4,243,110,407,0,760,235,201268,0.3197,0.00121,8
fable-1,fable,prolog,transpose,7,3,2,0,1,640,124,35,0,799,285,98446,0.801,0.0065,355
fable-1,fable,prolog,wordfreq,4,2,1,0,1,419,98,43,0,560,419,72341,0.7482,0.00579,0
fable-1,fable,python,anagrams,4,2,1,0,1,113,62,34,0,209,113,70805,0.5407,0.0016,0
fable-1,fable,python,brackets,4,2,1,0,1,181,103,33,0,317,181,71123,0.571,0.00254,0
fable-1,fable,python,calc,4,2,1,0,1,462,109,32,0,603,462,72490,0.7662,0.00637,0
fable-1,fable,python,dijkstra,4,2,1,0,1,294,84,32,0,410,294,71644,0.7171,0.0041,0
fable-1,fable,python,lcs,29,15,2,0,7,458,189,834,0,1481,251,351293,0.3093,0.0013,207
fable-1,fable,python,primes,4,2,1,0,1,156,72,32,0,260,156,70752,0.6,0.0022,0
fable-1,fable,python,rle,4,2,1,0,1,105,103,32,0,240,105,70707,0.4375,0.00149,0
fable-1,fable,python,roman,4,2,1,0,1,194,94,34,0,322,194,71057,0.6025,0.00273,0
fable-1,fable,python,transpose,4,2,1,0,1,111,92,3,0,206,111,70582,0.5388,0.00157,0
fable-1,fable,python,wordfreq,4,2,1,0,1,102,72,33,0,207,102,70666,0.4928,0.00144,0
fable-1,fable,ruby,anagrams,4,2,1,0,1,56,59,33,0,148,56,70591,0.3784,0.00079,0
fable-1,fable,ruby,brackets,4,2,1,0,1,145,111,3,0,259,145,71021,0.5598,0.00204,0
fable-1,fable,ruby,calc,4,2,1,0,1,323,133,34,0,490,323,71804,0.6592,0.0045,0
fable-1,fable,ruby,dijkstra,4,2,1,0,1,556,94,34,0,684,556,72613,0.8129,0.00766,0
fable-1,fable,ruby,lcs,4,2,1,0,1,207,118,33,0,358,207,71148,0.5782,0.00291,0
fable-1,fable,ruby,primes,4,2,1,0,1,134,95,33,0,262,134,70774,0.5115,0.00189,0
fable-1,fable,ruby,rle,4,2,1,0,1,51,67,3,0,121,51,70396,0.4215,0.00072,0
fable-1,fable,ruby,roman,4,2,1,0,1,168,99,34,0,301,168,70931,0.5581,0.00237,0
fable-1,fable,ruby,transpose,4,2,1,0,1,84,82,34,0,200,84,70579,0.42,0.00119,0
fable-1,fable,ruby,wordfreq,4,2,1,0,1,76,75,36,0,187,76,70637,0.4064,0.00108,0
fable-1,fable,rust,anagrams,4,2,1,0,1,207,83,33,0,323,207,71389,0.6409,0.0029,0
fable-1,fable,rust,brackets,4,2,1,0,1,269,102,33,0,404,269,71543,0.6658,0.00376,0
fable-1,fable,rust,calc,4,2,1,0,1,612,100,33,0,745,612,73333,0.8215,0.00835,0
fable-1,fable,rust,dijkstra,4,2,1,0,1,490,89,33,0,612,490,72717,0.8007,0.00674,0
fable-1,fable,rust,lcs,4,2,1,0,1,277,104,32,0,413,277,71481,0.6707,0.00388,0
fable-1,fable,rust,primes,4,2,1,0,1,227,65,33,0,325,227,71188,0.6985,0.00319,0
fable-1,fable,rust,rle,5,2,1,0,1,175,93,32,0,300,175,71137,0.5833,0.00246,0
fable-1,fable,rust,roman,4,2,1,0,1,285,74,34,0,393,285,71548,0.7252,0.00398,0
fable-1,fable,rust,transpose,4,2,1,0,1,223,78,34,0,335,223,71309,0.6657,0.00313,0
fable-1,fable,rust,wordfreq,4,2,1,0,1,265,101,34,0,400,265,71554,0.6625,0.0037,0
fable-1,fable,scheme,anagrams,4,2,1,0,1,246,73,35,0,354,246,71388,0.6949,0.00345,0
fable-1,fable,scheme,brackets,7,4,1,1,2,327,83,64,0,474,320,122837,0.6899,0.00266,7
fable-1,fable,scheme,calc,8,4,1,1,2,735,168,68,0,971,722,126607,0.757,0.00581,13
fable-1,fable,scheme,dijkstra,4,2,1,0,1,1004,113,40,0,1157,1004,74977,0.8678,0.01339,0
fable-1,fable,scheme,lcs,14,6,1,1,4,380,176,272,0,828,372,177512,0.4589,0.00214,8
fable-1,fable,scheme,primes,8,3,1,0,2,229,214,101,0,544,229,96505,0.421,0.00237,0
fable-1,fable,scheme,rle,44,25,2,0,9,387,355,1694,0,2436,229,343343,0.1589,0.00113,158
fable-1,fable,scheme,roman,8,4,1,1,2,248,168,68,0,484,245,122586,0.5124,0.00202,3
fable-1,fable,scheme,transpose,4,2,1,0,1,164,88,32,0,284,164,70955,0.5775,0.00231,0
fable-1,fable,scheme,wordfreq,4,2,1,0,1,375,92,35,0,502,375,71891,0.747,0.00522,0
fable-1,fable,typescript,anagrams,4,2,1,0,1,207,89,33,0,329,207,71240,0.6292,0.00291,0
fable-1,fable,typescript,brackets,4,2,1,0,1,219,95,35,0,349,219,71321,0.6275,0.00307,0
fable-1,fable,typescript,calc,4,2,1,0,1,468,125,33,0,626,468,72687,0.7476,0.00644,0
fable-1,fable,typescript,dijkstra,4,2,1,0,1,883,80,32,0,995,883,74281,0.8874,0.01189,0
fable-1,fable,typescript,lcs,4,2,1,0,1,203,102,33,0,338,203,71170,0.6006,0.00285,0
fable-1,fable,typescript,primes,4,2,1,0,1,114,79,34,0,227,114,70704,0.5022,0.00161,0
fable-1,fable,typescript,rle,5,2,1,0,1,105,78,34,0,217,105,70759,0.4839,0.00148,0
fable-1,fable,typescript,roman,4,2,1,0,1,254,82,35,0,371,254,71363,0.6846,0.00356,0
fable-1,fable,typescript,transpose,4,2,1,0,1,212,82,34,0,328,212,71185,0.6463,0.00298,0
fable-1,fable,typescript,wordfreq,4,2,1,0,1,180,82,32,0,294,180,71042,0.6122,0.00253,0
fable-1,fable,uiua,anagrams,17,8,2,1,5,232,174,391,0,797,110,247269,0.2911,0.00094,122
fable-1,fable,uiua,brackets,23,11,2,1,8,387,184,1134,0,1705,189,367052,0.227,0.00105,198
fable-1,fable,uiua,calc,24,11,3,1,7,1023,381,706,0,2110,386,464929,0.4848,0.0022,637
fable-1,fable,uiua,dijkstra,25,12,2,1,9,445,335,1214,0,1994,226,429630,0.2232,0.00104,219
fable-1,fable,uiua,lcs,13,6,1,0,5,149,213,564,0,926,152,199247,0.1609,0.00075,-3
fable-1,fable,uiua,primes,19,10,4,0,6,356,247,304,0,907,98,317340,0.3925,0.00112,258
fable-1,fable,uiua,rle,16,7,3,0,4,224,153,261,0,638,77,246986,0.3511,0.00091,147
fable-1,fable,uiua,roman,9,4,1,0,3,185,170,311,0,666,187,134353,0.2778,0.00138,-2
fable-1,fable,uiua,transpose,8,4,2,0,2,230,93,82,0,405,115,139895,0.5679,0.00164,115
fable-1,fable,uiua,wordfreq,13,6,2,0,4,320,183,298,0,801,161,190985,0.3995,0.00168,159
fable-1,fable,zig,anagrams,11,5,1,0,4,772,111,118,0,1001,772,153315,0.7712,0.00504,0
fable-1,fable,zig,brackets,9,4,1,0,3,610,144,107,0,861,610,124437,0.7085,0.0049,0
fable-1,fable,zig,calc,14,6,1,0,5,864,189,127,0,1180,864,175920,0.7322,0.00491,0
fable-1,fable,zig,dijkstra,12,6,1,1,4,1278,152,160,0,1590,1110,182615,0.8038,0.007,168
fable-1,fable,zig,lcs,14,6,1,0,5,605,200,277,0,1082,605,177143,0.5591,0.00342,0
fable-1,fable,zig,primes,13,7,3,0,4,706,133,151,0,990,352,208733,0.7131,0.00338,354
fable-1,fable,zig,rle,11,6,2,0,4,635,139,171,0,945,338,178210,0.672,0.00356,297
fable-1,fable,zig,roman,24,14,3,1,7,1066,114,426,0,1606,413,421285,0.6638,0.00253,653
fable-1,fable,zig,transpose,6,3,1,0,2,602,110,14,0,726,602,98808,0.8292,0.00609,0
fable-1,fable,zig,wordfreq,8,4,1,0,3,490,118,67,0,675,490,121181,0.7259,0.00404,0
gleam-1,haiku,gleam,anagrams,50,16,4,0,11,1097,594,589,0,2280,362,461879,0.4811,0.00238,735
gleam-1,haiku,gleam,brackets,44,21,1,3,8,741,389,460,0,1590,330,442389,0.466,0.00167,411
gleam-1,haiku,gleam,calc,85,33,6,6,13,7615,624,930,0,9169,1182,1017015,0.8305,0.00749,6433
gleam-1,haiku,gleam,lcs,84,34,5,5,11,3629,633,968,0,5230,787,1131957,0.6939,0.00321,2842
gleam-1,haiku,gleam,primes,69,28,8,0,13,2214,487,409,0,3110,273,710870,0.7119,0.00311,1941
gleam-1,haiku,gleam,rle,37,15,5,0,9,1352,278,119,0,1749,271,374790,0.773,0.00361,1081
gleam-1,haiku,gleam,roman,101,46,1,13,21,2347,248,1220,0,3815,583,1308556,0.6152,0.00179,1764
gleam-1,haiku,gleam,transpose,88,36,12,2,15,3483,538,925,0,4946,374,1243897,0.7042,0.0028,3109
gleam-1,haiku,gleam,wordfreq,102,45,8,0,26,1914,279,1778,0,3971,442,1115242,0.482,0.00172,1472
gleam-1,opus,gleam,anagrams,8,4,1,0,3,304,174,155,0,633,304,93076,0.4803,0.00327,0
gleam-1,opus,gleam,brackets,7,4,1,0,3,318,154,67,0,539,318,90391,0.59,0.00352,0
gleam-1,opus,gleam,calc,7,3,1,0,2,765,184,49,0,998,765,93124,0.7665,0.00821,0
gleam-1,opus,gleam,dijkstra,22,13,1,5,7,1067,199,142,0,1408,959,204574,0.7578,0.00522,108
gleam-1,opus,gleam,lcs,6,3,1,0,2,382,125,47,0,554,382,67685,0.6895,0.00564,0
gleam-1,opus,gleam,primes,6,3,1,0,2,272,164,41,0,477,272,67082,0.5702,0.00405,0
gleam-1,opus,gleam,rle,7,4,1,0,2,371,10,191,0,572,371,92903,0.6486,0.00399,0
gleam-1,opus,gleam,roman,14,8,2,0,4,672,135,168,0,975,360,166492,0.6892,0.00404,312
gleam-1,opus,gleam,transpose,6,3,1,0,2,305,153,47,0,505,305,68521,0.604,0.00445,0
gleam-1,opus,gleam,wordfreq,9,5,1,0,4,480,157,204,0,841,508,142300,0.5707,0.00337,-28
gleam-1,sonnet,gleam,anagrams,18,9,2,0,7,858,152,386,0,1396,400,285141,0.6146,0.00301,458
gleam-1,sonnet,gleam,brackets,26,14,1,1,12,563,131,1015,0,1709,430,471179,0.3294,0.00119,133
gleam-1,sonnet,gleam,calc,45,24,1,1,22,1128,113,1066,0,2307,1050,900157,0.4889,0.00125,78
gleam-1,sonnet,gleam,dijkstra,41,21,2,0,19,1142,172,1768,0,3082,1063,732758,0.3705,0.00156,79
gleam-1,sonnet,gleam,lcs,44,22,2,1,19,855,245,1955,0,3055,517,740452,0.2799,0.00115,338
gleam-1,sonnet,gleam,primes,13,6,1,0,5,285,85,215,0,585,285,178498,0.4872,0.0016,0
gleam-1,sonnet,gleam,rle,32,17,2,0,14,546,41,888,0,1475,319,542188,0.3702,0.00101,227
gleam-1,sonnet,gleam,roman,30,15,2,0,13,924,72,1486,0,2482,554,471577,0.3723,0.00196,370
gleam-1,sonnet,gleam,transpose,34,18,2,2,12,1045,127,778,0,1950,494,675462,0.5359,0.00155,551
gleam-1,sonnet,gleam,wordfreq,26,14,1,0,13,731,126,1010,0,1867,731,404230,0.3915,0.00181,0
uiua-1,haiku,uiua,brackets,181,80,31,0,38,1261,410,2107,0,3778,12,2074079,0.3338,0.00061,1249
uiua-1,haiku,uiua,calc,96,45,17,0,19,3374,206,1311,0,4891,52,1126744,0.6898,0.00299,3322
uiua-1,haiku,uiua,dijkstra,100,40,14,1,15,7997,295,580,0,8872,57,1353345,0.9014,0.00591,7940
uiua-1,haiku,uiua,lcs,98,40,16,0,18,3004,554,513,0,4071,5,1852897,0.7379,0.00162,2999
uiua-1,haiku,uiua,primes,100,45,18,0,20,1884,266,1099,0,3249,39,1205537,0.5799,0.00156,1845
uiua-1,haiku,uiua,rle,92,47,15,0,24,165,193,803,0,1161,7,1253433,0.1421,0.00013,158
uiua-1,haiku,uiua,roman,88,41,18,0,22,6154,130,245,0,6529,236,1575392,0.9426,0.00391,5918
uiua-1,haiku,uiua,transpose,106,46,6,9,21,857,448,1176,0,2481,50,1353894,0.3454,0.00063,807
uiua-1,haiku,uiua,wordfreq,99,45,5,2,23,791,273,2014,0,3078,8,1253422,0.257,0.00063,783
uiua-1,opus,uiua,anagrams,9,4,0,0,4,212,287,64,0,563,75,117461,0.3766,0.0018,137
uiua-1,opus,uiua,brackets,17,7,0,0,7,571,217,211,0,999,199,221553,0.5716,0.00258,372
uiua-1,opus,uiua,calc,17,8,0,0,8,672,268,897,0,1837,213,248970,0.3658,0.0027,459
uiua-1,opus,uiua,dijkstra,33,15,0,0,14,1046,265,544,0,1855,241,485010,0.5639,0.00216,805
uiua-1,opus,uiua,lcs,8,3,0,0,3,200,168,54,0,422,101,95355,0.4739,0.0021,99
uiua-1,opus,uiua,primes,10,6,2,0,3,155,177,289,0,621,80,126710,0.2496,0.00122,75
uiua-1,opus,uiua,rle,11,5,0,0,5,297,258,512,0,1067,61,146732,0.2784,0.00202,236
uiua-1,opus,uiua,roman,17,7,0,0,7,545,218,131,0,894,130,208236,0.6096,0.00262,415
uiua-1,opus,uiua,transpose,10,6,2,0,3,243,173,53,0,469,120,139965,0.5181,0.00174,123
uiua-1,opus,uiua,wordfreq,5,2,0,0,2,79,113,104,0,296,80,67863,0.2669,0.00116,-1
uiua-1,sonnet,uiua,anagrams,39,21,3,0,18,103,356,1466,0,1925,88,773311,0.0535,0.00013,15
uiua-1,sonnet,uiua,dijkstra,63,40,18,0,22,242,0,300,0,542,18,1430800,0.4465,0.00017,224
uiua-1,sonnet,uiua,lcs,62,31,1,0,30,270,156,3317,0,3743,272,1756653,0.0721,0.00015,-2
uiua-1,sonnet,uiua,rle,70,40,10,0,30,276,64,2328,0,2668,4,1613757,0.1034,0.00017,272
uiua-1,sonnet,uiua,roman,76,40,7,0,33,814,0,3370,0,4184,80,2116541,0.1946,0.00038,734
uiua-1,sonnet,uiua,transpose,54,28,3,0,25,127,66,1031,0,1224,113,877789,0.1038,0.00014,14
uiua-1,sonnet,uiua,wordfreq,70,35,1,1,33,157,384,1846,0,2387,153,1358715,0.0658,0.00012,4
zig-1,haiku,zig,anagrams,93,40,3,24,13,5592,248,126,0,5966,1278,1803034,0.9373,0.0031,4314
zig-1,haiku,zig,brackets,72,33,4,14,13,3460,300,514,0,4274,516,1068507,0.8095,0.00324,2944
zig-1,haiku,zig,calc,55,24,5,0,13,3868,313,556,0,4737,794,659260,0.8166,0.00587,3074
