model,lang,problem,ok,turns,calls,orient,probe,write,test,lookup,other,test_fail,probe_err,first_test,calls_before_first_test,writes_before_first_test
sonnet,ruby,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,ruby,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,ruby,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,ruby,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,ruby,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,ruby,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,ruby,rle,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
sonnet,ruby,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,ruby,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,ruby,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,rust,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,scheme,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,scheme,brackets,True,5,4,0,0,2,2,0,0,1,0,fail,1,1
sonnet,scheme,calc,True,5,4,0,0,2,2,0,0,1,0,fail,1,1
sonnet,scheme,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,scheme,lcs,True,9,8,0,3,2,2,1,0,1,0,fail,1,1
sonnet,scheme,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,scheme,rle,True,6,5,0,1,2,2,0,0,1,0,fail,2,1
sonnet,scheme,roman,True,5,4,0,0,2,2,0,0,1,0,fail,1,1
sonnet,scheme,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,scheme,wordfreq,True,4,3,0,0,1,2,0,0,1,0,fail,1,1
sonnet,typescript,anagrams,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,typescript,brackets,True,4,3,0,0,2,1,0,0,0,0,pass,2,2
sonnet,typescript,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,typescript,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,typescript,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,typescript,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,typescript,rle,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,typescript,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,typescript,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,typescript,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
haiku,uiua,brackets,False,41,80,13,16,31,18,0,2,18,8,fail,11,1
haiku,uiua,calc,False,41,45,7,4,17,15,0,2,15,2,fail,8,1
haiku,uiua,dijkstra,False,41,40,12,3,15,10,0,0,10,3,fail,10,1
haiku,uiua,lcs,False,41,40,6,4,16,13,1,0,13,2,fail,1,1
haiku,uiua,primes,False,41,45,8,1,18,17,0,1,17,1,fail,9,1
haiku,uiua,rle,False,41,47,8,18,15,1,3,2,1,12,fail,9,1
haiku,uiua,roman,False,41,41,2,2,18,18,0,1,18,1,fail,3,1
haiku,uiua,transpose,False,41,46,15,4,15,12,0,0,12,4,fail,12,1
haiku,uiua,wordfreq,False,41,45,13,20,7,2,0,3,2,13,fail,9,1
opus,uiua,anagrams,True,5,4,0,0,0,4,0,0,3,0,fail,0,0
opus,uiua,brackets,True,8,7,0,0,0,7,0,0,6,0,fail,0,0
opus,uiua,calc,True,9,8,0,5,0,2,1,0,1,3,fail,0,0
opus,uiua,dijkstra,True,16,15,0,4,1,9,0,1,8,1,fail,1,0
opus,uiua,lcs,True,4,3,0,0,0,3,0,0,2,0,fail,0,0
opus,uiua,primes,True,7,6,1,0,2,3,0,0,2,0,fail,0,0
opus,uiua,rle,True,6,5,0,2,0,3,0,0,2,2,fail,0,0
opus,uiua,roman,True,8,7,0,0,0,7,0,0,6,0,fail,0,0
opus,uiua,transpose,True,7,6,0,0,2,3,0,1,2,0,fail,1,0
opus,uiua,wordfreq,True,3,2,0,0,0,2,0,0,1,0,fail,0,0
sonnet,uiua,anagrams,True,22,21,1,11,3,2,4,0,1,0,fail,0,0
sonnet,uiua,dijkstra,False,41,40,1,17,18,1,3,0,1,0,fail,1,0
sonnet,uiua,lcs,True,32,31,0,18,1,2,9,1,1,4,fail,0,0
sonnet,uiua,rle,False,41,40,0,16,10,1,13,0,1,4,fail,1,0
sonnet,uiua,roman,False,41,40,1,20,7,1,10,1,1,3,fail,0,0
sonnet,uiua,transpose,False,29,28,1,16,3,2,6,0,1,3,fail,0,0
sonnet,uiua,wordfreq,True,36,35,1,19,2,3,10,0,1,2,fail,1,0
haiku,zig,anagrams,False,41,40,0,1,27,12,0,0,12,1,fail,1,1
haiku,zig,brackets,True,34,33,2,0,18,13,0,0,12,0,fail,1,1
haiku,zig,calc,False,25,24,8,4,5,7,0,0,5,0,fail,9,1
haiku,zig,dijkstra,True,28,27,2,1,15,9,0,0,8,0,fail,1,1
haiku,zig,lcs,True,31,30,11,3,9,6,0,1,5,2,fail,1,1
haiku,zig,primes,True,27,26,8,0,8,7,0,3,6,0,fail,8,1
haiku,zig,rle,True,34,33,7,1,10,11,3,1,10,1,fail,8,1
haiku,zig,roman,True,41,45,10,2,16,15,0,2,15,1,fail,8,1
haiku,zig,transpose,True,38,37,8,1,14,12,0,2,11,1,fail,1,1
haiku,zig,wordfreq,True,32,31,7,0,15,8,0,1,6,0,fail,8,1
opus,zig,anagrams,True,4,3,0,0,1,1,0,1,0,0,pass,2,1
opus,zig,brackets,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,zig,calc,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,zig,dijkstra,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,zig,lcs,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,zig,primes,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,zig,rle,True,4,3,0,0,1,2,0,0,1,0,fail,0,0
opus,zig,roman,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,zig,transpose,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
opus,zig,wordfreq,True,3,2,0,0,1,1,0,0,0,0,pass,1,1
sonnet,zig,anagrams,True,15,14,1,0,5,4,4,0,3,0,fail,1,1
sonnet,zig,brackets,True,16,15,1,1,4,4,5,0,3,0,fail,0,0
sonnet,zig,calc,False,23,22,2,1,4,3,0,12,3,1,fail,1,1
sonnet,zig,dijkstra,True,15,14,1,2,3,3,4,1,2,1,fail,1,0
sonnet,zig,lcs,True,12,11,0,2,3,3,3,0,2,0,fail,0,0
sonnet,zig,primes,True,11,10,0,2,4,4,0,0,3,1,fail,1,1
sonnet,zig,rle,True,13,12,0,3,3,4,2,0,3,0,fail,3,1
sonnet,zig,roman,True,11,10,0,0,4,3,3,0,2,0,fail,1,1
sonnet,zig,transpose,True,16,15,0,1,4,4,4,2,3,0,fail,1,1
sonnet,zig,wordfreq,True,18,17,0,2,5,4,6,0,3,1,fail,1,1
